id,cas_number,rtecs_number,conversion,idlh,rel_and_pel,molecular_weight,boiling_point,melting_point,solubility,vapor_pressure,ionization_potential,specific_gravity,flash_point,upper_explosive_limit,lower_explosive_limit,relative_gas_density,minimum_explosive_concentration,combustibility,exposure_routes,symptoms,target_organs,personal_protection_and_sanitation,first_aid
0645,7440-33-7,,,N.D.,*: TWA 5 mg/m<sup>3</sup> ST 10 mg/m<sup>3</sup> [*Note: The REL also applies to other insoluble tungsten compounds (as W).]                  : none,183.9,"10,701°F",6170°F,Insoluble,0 mmHg (approx),NA,19.3,NA,NA,NA,,,Combustible in the form of finely divided powder; may ignite spontaneously.,"inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, respiratory system; diffuse pulmonary fibrosis; loss of appetite, nausea, cough; blood changes","Eyes, skin, respiratory system, blood",() <strong>Skin:</strong> No recommendation                  <strong>Eyes:</strong> No recommendation                  <strong>Wash skin:</strong> No recommendation                  <strong>Remove:</strong> No recommendation                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash                  <strong>Breathing:</strong> Fresh air                  <strong>Swallow:</strong> Medical attention immediately
0646,,,,N.D.,: TWA 1 mg/m<sup>3</sup> ST 3 mg/m<sup>3</sup>: none,Properties vary depending upon the specific soluble tungsten compound.,,,,,,,,,,,,,"inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, respiratory system; in animals: central nervous system disturbances; diarrhea; resp failure; behavioral, body weight, blood changes","Eyes, skin, respiratory system, central nervous system, gastrointestinal tract",()                   Recommendations regarding personal protective clothing vary depending upon the specific compound.                                    Recommendations regarding eye protection vary depending upon the specific compound.                                    Recommendations regarding washing the skin vary depending upon the specific compound.                                    Recommendations regarding the removal of personal protective clothing that becomes wet or contaminated vary depending upon the specific compound.                                    Recommendations regarding the daily changing of personal protective clothing vary depending upon the specific compound.                                    Recommendations regarding the need for eyewash or quick drench facilities vary depending upon the specific compound.,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Water wash                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0647,1: 11107-01-0,,,N.D.,:,Properties vary depending upon the specific mixture.,,,,,,,,,,,,,"inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, respiratory system; possible skin sensitization to cobalt, nickel; diffuse pulmonary fibrosis; loss of appetite, nausea, cough; blood changes","Eyes, skin, respiratory system, blood",() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated/Daily (Ni)                  <strong>Remove:</strong> When wet or contaminated                  <strong>Change:</strong> Daily,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash                  <strong>Breathing:</strong> Fresh air                  <strong>Swallow:</strong> Medical attention immediately
0648,8006-64-2,,1 ppm = 5.56 mg/m<sup>3</sup> (approx),800 ppm,: TWA 100 ppm (560 mg/m<sup>3</sup>)                  : TWA 100 ppm (560 mg/m<sup>3</sup>),136 (approx),309-338°F,-58 to -76°F,Insoluble,4 mmHg,?,0.86,95°F,?,0.8%,,,Class IC Flammable Liquid: Fl.P. at or above 73°F and below 100°F.,"inhalation, skin absorption, ingestion, skin and/or eye contact","irritation eyes, skin, nose, throat; headache, dizziness, convulsions; skin sensitization; hematuria (blood in the urine), proteinuria; kidney damage; abdominal pain, nausea, vomiting, diarrhea; chemical pneumonitis (aspiration liquid)","Eyes, skin, respiratory system, central nervous system, kidneys",() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated                  <strong>Remove:</strong> When wet (flammable)                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash promptly                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0649,5332-52-5,,1 ppm = 7.71 mg/m<sup>3</sup>,N.D.,: C 0.5 ppm (3.9 mg/m<sup>3</sup>) [15-minute]                  : none,188.4,495°F,27°F,Insoluble,?,?,0.84,?,?,?,,,Combustible Liquid,"inhalation, skin absorption, ingestion, skin and/or eye contact","irritation eyes, skin, respiratory system; confusion, dizziness, headache, drowsiness, nausea, vomiting, lassitude (weakness, exhaustion), convulsions","Eyes, skin, respiratory system, central nervous system",() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated                  <strong>Remove:</strong> When wet (flammable)                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0650,7440-61-1 (metal),,,Ca [10 mg/m<sup>3</sup> (as U)],: Ca TWA 0.2 mg/m<sup>3</sup> ST 0.6 mg/m<sup>3</sup> : TWA 0.25 mg/m<sup>3</sup>,238.0,6895°F,2097°F,Insoluble,0 mmHg (approx),NA,19.05 (metal),NA,NA,NA,,60 g/m<sup>3</sup>,"Metal: Combustible Solid, especially turnings and powder.","inhalation, ingestion, skin and/or eye contact","dermatitis; kidney damage; blood changes; [potential occupational carcinogen]; in animals: lung, lymph node damage; [potential occupational carcinogen] Potential for cancer is a result of alpha-emitting properties &amp; radioactive decay products (e.g., radon).","Skin, kidneys, bone marrow, lymphatic system",() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated/Daily                  <strong>Remove:</strong> When wet or contaminated                  <strong>Change:</strong> Daily                  <strong>Provide:</strong> Eyewash,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash promptly                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0651,,,,Ca [10 mg/m<sup>3</sup> (as U)],: Ca TWA 0.05 mg/m<sup>3</sup> : TWA 0.05 mg/m<sup>3</sup>,Properties vary depending upon the specific soluble uranium compound.,,,,,,,,,,,,,"inhalation, ingestion, skin and/or eye contact","lacrimation (discharge of tears), conjunctivitis; short breath, cough, chest rales; nausea, vomiting; skin burns; red blood cell, casts in urine; proteinuria; high blood urea nitrogen; [potential occupational carcinogen] Potential for cancer is a result of alpha-emitting properties &amp; radioactive decay products (e.g., radon).","respiratory system, blood, liver, kidneys, lymphatic system, skin, bone marrow","() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated/Daily                  <strong>Remove:</strong> When wet or contaminated                  <strong>Change:</strong> Daily                  <strong>Provide:</strong> Eyewash (UF<sub>6</sub>), Quick drench",()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Water flush immediately                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0652,110-62-3,,1 ppm = 3.53 mg/m<sup>3</sup>,N.D.,: TWA 50 ppm (175 mg/m<sup>3</sup>) : none,86.2,217°F,-133°F,Slight,26 mmHg,9.82 eV,0.81,54°F,?,?,,,Class IB Flammable Liquid: Fl.P. below 73°F and BP at or above 100°F.,"inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, nose, throat","Eyes, skin, respiratory system","() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated                  <strong>Remove:</strong> When wet (flammable)                  <strong>Change:</strong> No recommendation                  <strong>Provide:</strong> Eyewash, Quick drench",()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap flush immediately                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0653,1314-62-1,,,35 mg/m<sup>3</sup> (as V),*: C 0.05 mg V/m<sup>3</sup> [15-minute] [*Note: The REL applies to all vanadium compounds except Vanadium metal and Vanadium carbide (see Ferrovanadium dust).]                  : C 0.5 mg V<sub>2</sub>O<sub>5</sub>/m<sup>3</sup> (resp),181.9,3182°F (Decomposes),1274°F,0.8%,0 mmHg (approx),NA,3.36,NA,NA,NA,,,"Noncombustible Solid, but may increase intensity of fire when in contact with combustible materials.","inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, throat; green tongue, metallic taste, eczema; cough; fine rales, wheezing, bronchitis, dyspnea (breathing difficulty)","Eyes, skin, respiratory system",() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated                  <strong>Remove:</strong> When wet or contaminated                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap wash promptly                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0654,1314-62-1,,,35 mg/m<sup>3</sup> (as V),: C 0.05 mg V/m<sup>3</sup> [15-minute]                  : C 0.1 mg V<sub>2</sub>O<sub>5</sub>/m<sup>3</sup>,181.9,3182°F (Decomposes),1274°F,0.8%,0 mmHg (approx),NA,3.36,NA,NA,NA,,,Noncombustible Solid,"inhalation, skin and/or eye contact","irritation eyes, throat; green tongue, metallic taste; cough, fine rales, wheezing, bronchitis, dyspnea (breathing difficulty); eczema","Eyes, skin, respiratory system",() <strong>Skin:</strong> No recommendation                  <strong>Eyes:</strong> No recommendation                  <strong>Wash skin:</strong> No recommendation                  <strong>Remove:</strong> No recommendation                  <strong>Change:</strong> No recommendation,()<strong>Breathing:</strong> Respiratory support
0655,68956-68-3,,,N.D.,: TWA 10 mg/m<sup>3</sup> (total) TWA 5 mg/m<sup>3</sup> (resp)                  : TWA 15 mg/m<sup>3</sup> (total) TWA 5 mg/m<sup>3</sup> (resp),varies,?,?,Insoluble,?,?,0.91-0.95,323-540°F,?,?,,,Combustible Liquid,"inhalation, skin and/or eye contact","irritation eyes, skin, respiratory system; lacrimation (discharge of tears)","Eyes, skin, respiratory system",() <strong>Skin:</strong> No recommendation                  <strong>Eyes:</strong> No recommendation                  <strong>Wash skin:</strong> No recommendation                  <strong>Remove:</strong> No recommendation                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately                  <strong>Breathing:</strong> Fresh air
0656,108-05-4,,1 ppm = 3.52 mg/m<sup>3</sup>,N.D.,: C 4 ppm (15 mg/m<sup>3</sup>) [15-minute]                  : none,86.1,162°F,-136°F,2%,83 mmHg,9.19 eV,0.93,18°F,13.4%,2.6%,,,Class IB Flammable Liquid: Fl.P. below 73°F and BP at or above 100°F.,"inhalation, ingestion, skin and/or eye contact","irritation eyes, skin, nose, throat; hoarseness, cough; loss of smell; eye burns, skin blisters","Eyes, skin, respiratory system","() <strong>Skin:</strong> Prevent skin contact                  <strong>Eyes:</strong> Prevent eye contact                  <strong>Wash skin:</strong> When contaminated                  <strong>Remove:</strong> When wet or contaminated                  <strong>Change:</strong> No recommendation                  <strong>Provide:</strong> Eyewash, Quick drench",()<strong>Eye:</strong> Irrigate immediately                  <strong>Skin:</strong> Soap flush immediately                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately
0657,593-60-2,,1 ppm = 4.38 mg/m<sup>3</sup>,Ca [N.D.],: Ca : none,107.0,60°F,-219°F,Insoluble,1.4 atm,9.80 eV,1.49 (Liquid at 60°F),NA (Gas),15%,9%,3.79,,Flammable Gas,"inhalation, ingestion (liquid), skin and/or eye contact","irritation eyes, skin; dizziness, confusion, incoordination, narcosis, nausea, vomiting; liquid: frostbite; [potential occupational carcinogen]","Eyes, skin, central nervous system, liver",() <strong>Skin:</strong> Prevent skin contact (liquid)                  <strong>Eyes:</strong> Prevent eye contact (liquid)                  <strong>Wash skin:</strong> When contaminated (liquid)                  <strong>Remove:</strong> When wet (flammable)                  <strong>Change:</strong> No recommendation,()<strong>Eye:</strong> Irrigate immediately (liquid)                  <strong>Skin:</strong> Water flush immediately (liquid)                  <strong>Breathing:</strong> Respiratory support                  <strong>Swallow:</strong> Medical attention immediately (liquid)
0658,75-01-4,,1 ppm = 2.56 mg/m<sup>3</sup>,Ca [N.D.],: Ca : [1910.1017] TWA 1 ppm C 5 ppm [15-minute],62.5,7°F,-256°F,Sol(77°F): 0.1%,3.3 atm,9.99 eV,,NA (Gas),33.0%,3.6%,2.21,,Flammable Gas,"inhalation, skin and/or eye contact (liquid)","lassitude (weakness, exhaustion); abdominal pain, gastrointestinal bleeding; enlarged liver; pallor or cyanosis of extremities; liquid: frostbite; [potential occupational carcinogen]","Liver, central nervous system, blood, respiratory system, lymphatic system",() <strong>Skin:</strong> Frostbite                  <strong>Eyes:</strong> Frostbite                  <strong>Wash skin:</strong> No recommendation                  <strong>Remove:</strong> When wet (flammable)                  <strong>Change:</strong> No recommendation                  <strong>Provide:</strong> Frostbite wash,()<strong>Eye:</strong> Frostbite                  <strong>Skin:</strong> Frostbite                  <strong>Breathing:</strong> Respiratory support
